userid,itemid,rating,dc
11000,W_Completeren aanvraag4,5.0,1
11000,W_Completeren aanvraag5,5.0,1
11000,W_Nabellen incomplete dossiers0,4.588235294117647,1
11000,W_Nabellen incomplete dossiers1,4.655172413793103,1
11000,W_Nabellen incomplete dossiers2,4.833333333333333,1
11000,W_Nabellen incomplete dossiers3,4.333333333333333,1
11000,W_Nabellen incomplete dossiers4,5.2,1
11000,W_Nabellen incomplete dossiers5,5.1,1
11000,W_Nabellen offertes0,4.636363636363637,1
11000,W_Nabellen offertes1,4.304347826086956,1
11000,W_Nabellen offertes2,4.875,1
11000,W_Nabellen offertes3,5.0,1
11000,W_Nabellen offertes4,5.666666666666667,1
11000,W_Nabellen offertes5,5.0,1
11002,W_Afhandelen leads0,4.0,1
11002,W_Afhandelen leads1,2.0,1
11002,W_Completeren aanvraag0,3.857142857142857,1
11002,W_Completeren aanvraag1,4.357142857142857,1
11002,W_Completeren aanvraag2,5.0,1
11002,W_Completeren aanvraag3,3.0,1
11002,W_Completeren aanvraag5,3.3333333333333335,1
11002,W_Nabellen incomplete dossiers0,5.0,1
11002,W_Nabellen incomplete dossiers1,4.625,1
11002,W_Nabellen incomplete dossiers2,3.857142857142857,1
11002,W_Nabellen incomplete dossiers3,5.0,1
11002,W_Nabellen incomplete dossiers4,3.5,1
11002,W_Nabellen offertes0,5.0,1
11002,W_Nabellen offertes1,4.25,1
11002,W_Nabellen offertes2,0.0,1
11002,W_Nabellen offertes5,3.0,1
11003,W_Afhandelen leads0,4.923076923076923,1
11003,W_Afhandelen leads1,5.0,1
11003,W_Afhandelen leads2,5.75,1
11003,W_Afhandelen leads4,5.0,1
11003,W_Completeren aanvraag0,5.018518518518518,1
11003,W_Completeren aanvraag1,5.085714285714285,1
11003,W_Completeren aanvraag2,4.863636363636363,1
11003,W_Completeren aanvraag3,4.75,1
11003,W_Completeren aanvraag4,5.0,1
11003,W_Completeren aanvraag5,4.666666666666667,1
11003,W_Completeren aanvraag7,5.0,1
11003,W_Nabellen incomplete dossiers0,5.258064516129032,1
11003,W_Nabellen incomplete dossiers1,4.823529411764706,1
11003,W_Nabellen incomplete dossiers2,5.0,1
11003,W_Nabellen incomplete dossiers3,5.0,1
11003,W_Nabellen incomplete dossiers4,2.0,1
11003,W_Nabellen incomplete dossiers5,4.2,1
11003,W_Nabellen offertes0,4.8545454545454545,1
11003,W_Nabellen offertes1,4.777777777777778,1
11003,W_Nabellen offertes2,4.75,1
11003,W_Nabellen offertes3,4.444444444444445,1
11003,W_Nabellen offertes4,4.2,1
11003,W_Nabellen offertes5,5.0,1
11009,W_Afhandelen leads0,4.861111111111111,1
11009,W_Afhandelen leads1,4.9411764705882355,1
11009,W_Afhandelen leads2,4.8,1
11009,W_Afhandelen leads3,5.0,1
11009,W_Afhandelen leads4,5.0,1
11009,W_Afhandelen leads5,6.0,1
11009,W_Completeren aanvraag0,4.208333333333333,1
11009,W_Completeren aanvraag1,4.447368421052632,1
11009,W_Completeren aanvraag2,4.703703703703703,1
11009,W_Completeren aanvraag3,4.5,1
11009,W_Completeren aanvraag4,5.0,1
11009,W_Completeren aanvraag5,4.333333333333333,1
11009,W_Nabellen incomplete dossiers0,4.72972972972973,1
11009,W_Nabellen incomplete dossiers1,4.533333333333333,1
11009,W_Nabellen incomplete dossiers2,4.142857142857143,1
11009,W_Nabellen incomplete dossiers3,4.8,1
11009,W_Nabellen incomplete dossiers4,0.5,1
11009,W_Nabellen incomplete dossiers5,3.8,1
11009,W_Nabellen incomplete dossiers6,4.0,1
11009,W_Nabellen offertes0,4.825,1
11009,W_Nabellen offertes1,4.829787234042553,1
11009,W_Nabellen offertes2,4.625,1
11009,W_Nabellen offertes3,4.375,1
11009,W_Nabellen offertes4,3.0,1
11009,W_Nabellen offertes5,5.0,1
11009,W_Valideren aanvraag2,7.0,1
11019,W_Afhandelen leads0,4.923076923076923,1
11019,W_Afhandelen leads1,4.875,1
11019,W_Afhandelen leads2,6.0,1
11019,W_Afhandelen leads5,5.5,1
11019,W_Completeren aanvraag0,4.554347826086956,1
11019,W_Completeren aanvraag1,4.640449438202247,1
11019,W_Completeren aanvraag2,4.575,1
11019,W_Completeren aanvraag3,5.125,1
11019,W_Completeren aanvraag4,4.666666666666667,1
11019,W_Completeren aanvraag5,4.5,1
11019,W_Completeren aanvraag6,2.0,1
11019,W_Completeren aanvraag7,6.5,1
11019,W_Nabellen incomplete dossiers0,3.923076923076923,1
11019,W_Nabellen incomplete dossiers1,4.266666666666667,1
11019,W_Nabellen incomplete dossiers2,4.285714285714286,1
11019,W_Nabellen incomplete dossiers3,5.0,1
11019,W_Nabellen incomplete dossiers5,4.333333333333333,1
11019,W_Nabellen incomplete dossiers6,5.0,1
11019,W_Nabellen offertes0,5.0,1
11019,W_Nabellen offertes1,3.0,1
11019,W_Nabellen offertes2,5.0,1
11019,W_Nabellen offertes3,5.0,1
11049,W_Nabellen incomplete dossiers0,5.870967741935484,1
11049,W_Nabellen incomplete dossiers1,5.0,1
11049,W_Nabellen incomplete dossiers2,5.357142857142857,1
11049,W_Nabellen incomplete dossiers3,5.0,1
11049,W_Nabellen incomplete dossiers4,3.0,1
11049,W_Nabellen incomplete dossiers5,5.833333333333333,1
11049,W_Nabellen offertes0,4.866666666666666,1
11049,W_Nabellen offertes1,5.205882352941177,1
11049,W_Nabellen offertes2,5.0,1
11049,W_Nabellen offertes3,4.571428571428571,1
11049,W_Nabellen offertes4,5.6,1
11049,W_Nabellen offertes5,5.2,1
11049,W_Valideren aanvraag1,7.0,1
11119,W_Afhandelen leads0,5.0,1
11119,W_Afhandelen leads1,5.0,1
11119,W_Afhandelen leads2,5.666666666666667,1
11119,W_Afhandelen leads3,5.0,1
11119,W_Completeren aanvraag0,4.703125,1
11119,W_Completeren aanvraag1,4.803571428571429,1
11119,W_Completeren aanvraag2,4.428571428571429,1
11119,W_Completeren aanvraag3,4.3076923076923075,1
11119,W_Completeren aanvraag4,5.0,1
11119,W_Completeren aanvraag5,4.666666666666667,1
11119,W_Nabellen incomplete dossiers0,4.3,1
11119,W_Nabellen incomplete dossiers1,4.2,1
11119,W_Nabellen incomplete dossiers2,4.083333333333333,1
11119,W_Nabellen incomplete dossiers3,4.333333333333333,1
11119,W_Nabellen incomplete dossiers5,5.0,1
11119,W_Nabellen incomplete dossiers6,6.0,1
11119,W_Nabellen offertes0,4.895652173913043,1
11119,W_Nabellen offertes1,4.892156862745098,1
11119,W_Nabellen offertes2,4.704918032786885,1
11119,W_Nabellen offertes3,4.833333333333333,1
11119,W_Nabellen offertes4,5.454545454545454,1
11119,W_Nabellen offertes5,4.833333333333333,1
11119,W_Nabellen offertes7,5.0,1
11119,W_Valideren aanvraag1,7.0,1
11121,W_Afhandelen leads0,4.76,1
11121,W_Afhandelen leads1,4.2,1
11121,W_Afhandelen leads2,5.0,1
11121,W_Afhandelen leads3,5.0,1
11121,W_Afhandelen leads4,5.0,1
11121,W_Completeren aanvraag0,4.612903225806452,1
11121,W_Completeren aanvraag1,5.05,1
11121,W_Completeren aanvraag2,4.666666666666667,1
11121,W_Completeren aanvraag3,4.75,1
11121,W_Completeren aanvraag4,4.75,1
11121,W_Completeren aanvraag5,5.0,1
11121,W_Completeren aanvraag6,6.0,1
11121,W_Nabellen incomplete dossiers0,4.352941176470588,1
11121,W_Nabellen incomplete dossiers1,4.264705882352941,1
11121,W_Nabellen incomplete dossiers2,4.444444444444445,1
11121,W_Nabellen incomplete dossiers3,4.3076923076923075,1
11121,W_Nabellen incomplete dossiers4,5.5,1
11121,W_Nabellen incomplete dossiers5,5.0,1
11121,W_Nabellen incomplete dossiers6,6.0,1
11121,W_Nabellen offertes0,4.0,1
11121,W_Nabellen offertes1,4.363636363636363,1
11121,W_Nabellen offertes2,4.833333333333333,1
11121,W_Nabellen offertes3,4.5,1
11121,W_Nabellen offertes4,2.3333333333333335,1
11121,W_Valideren aanvraag1,7.0,1
11121,W_Valideren aanvraag5,6.0,1
11122,W_Afhandelen leads0,4.823529411764706,1
11122,W_Afhandelen leads1,4.75,1
11122,W_Afhandelen leads2,4.375,1
11122,W_Afhandelen leads3,5.0,1
11122,W_Afhandelen leads4,5.0,1
11122,W_Completeren aanvraag0,4.769230769230769,1
11122,W_Completeren aanvraag1,4.915492957746479,1
11122,W_Completeren aanvraag2,4.409836065573771,1
11122,W_Completeren aanvraag3,4.764705882352941,1
11122,W_Completeren aanvraag4,3.9,1
11122,W_Completeren aanvraag5,4.6,1
11122,W_Completeren aanvraag6,5.0,1
11122,W_Nabellen incomplete dossiers0,4.2105263157894735,1
11122,W_Nabellen incomplete dossiers1,4.545454545454546,1
11122,W_Nabellen incomplete dossiers2,5.25,1
11122,W_Nabellen incomplete dossiers3,4.0,1
11122,W_Nabellen incomplete dossiers4,4.4,1
11122,W_Nabellen incomplete dossiers5,2.0,1
11122,W_Nabellen offertes0,4.653846153846154,1
11122,W_Nabellen offertes1,4.578947368421053,1
11122,W_Nabellen offertes2,4.6,1
11122,W_Nabellen offertes3,4.428571428571429,1
11122,W_Nabellen offertes4,4.0,1
11122,W_Nabellen offertes5,4.733333333333333,1
11122,W_Nabellen offertes6,2.0,1
11122,W_Valideren aanvraag2,7.0,1
11169,W_Afhandelen leads0,4.352941176470588,1
11169,W_Afhandelen leads1,4.3076923076923075,1
11169,W_Afhandelen leads2,5.142857142857143,1
11169,W_Afhandelen leads3,4.75,1
11169,W_Afhandelen leads4,5.0,1
11169,W_Afhandelen leads5,3.25,1
11169,W_Completeren aanvraag0,3.855263157894737,1
11169,W_Completeren aanvraag1,4.113207547169812,1
11169,W_Completeren aanvraag2,3.7857142857142856,1
11169,W_Completeren aanvraag3,4.277777777777778,1
11169,W_Completeren aanvraag4,3.6,1
11169,W_Completeren aanvraag5,3.857142857142857,1
11169,W_Completeren aanvraag6,5.0,1
11169,W_Completeren aanvraag7,3.0,1
11169,W_Nabellen incomplete dossiers0,3.733333333333333,1
11169,W_Nabellen incomplete dossiers1,4.275862068965518,1
11169,W_Nabellen incomplete dossiers2,3.9411764705882355,1
11169,W_Nabellen incomplete dossiers3,4.384615384615385,1
11169,W_Nabellen incomplete dossiers4,3.5,1
11169,W_Nabellen incomplete dossiers5,4.125,1
11169,W_Nabellen incomplete dossiers6,2.5,1
11169,W_Nabellen offertes0,3.823529411764706,1
11169,W_Nabellen offertes1,3.428571428571429,1
11169,W_Nabellen offertes2,4.111111111111111,1
11169,W_Nabellen offertes3,4.0,1
11169,W_Nabellen offertes4,4.6,1
11169,W_Valideren aanvraag0,6.5,1
11169,W_Valideren aanvraag1,7.0,1
11169,W_Valideren aanvraag5,4.0,1
11179,W_Afhandelen leads0,5.0,1
11179,W_Afhandelen leads1,5.0,1
11179,W_Afhandelen leads2,5.2,1
11179,W_Afhandelen leads4,5.0,1
11179,W_Afhandelen leads5,6.0,1
11179,W_Completeren aanvraag0,5.018518518518518,1
11179,W_Completeren aanvraag1,4.775510204081633,1
11179,W_Completeren aanvraag2,4.518518518518518,1
11179,W_Completeren aanvraag3,4.875,1
11179,W_Completeren aanvraag4,4.428571428571429,1
11179,W_Completeren aanvraag5,4.333333333333333,1
11179,W_Nabellen incomplete dossiers1,5.0,1
11179,W_Nabellen incomplete dossiers2,4.0,1
11179,W_Nabellen offertes0,4.636363636363637,1
11179,W_Nabellen offertes1,3.416666666666667,1
11179,W_Nabellen offertes2,5.0,1
11179,W_Nabellen offertes3,4.714285714285714,1
11179,W_Nabellen offertes4,4.5,1
11179,W_Nabellen offertes5,4.25,1
11179,W_Nabellen offertes7,5.0,1
11180,W_Afhandelen leads0,4.625,1
11180,W_Afhandelen leads1,5.0,1
11180,W_Afhandelen leads2,5.333333333333333,1
11180,W_Afhandelen leads3,5.0,1
11180,W_Afhandelen leads4,5.0,1
11180,W_Completeren aanvraag0,4.7631578947368425,1
11180,W_Completeren aanvraag1,5.136363636363637,1
11180,W_Completeren aanvraag2,4.7727272727272725,1
11180,W_Completeren aanvraag3,5.111111111111111,1
11180,W_Completeren aanvraag4,5.0,1
11180,W_Completeren aanvraag5,4.833333333333333,1
11180,W_Nabellen incomplete dossiers0,4.636363636363637,1
11180,W_Nabellen incomplete dossiers1,4.6,1
11180,W_Nabellen incomplete dossiers2,5.076923076923077,1
11180,W_Nabellen incomplete dossiers3,4.25,1
11180,W_Nabellen incomplete dossiers4,4.5,1
11180,W_Nabellen incomplete dossiers5,4.333333333333333,1
11180,W_Nabellen incomplete dossiers6,5.0,1
11180,W_Nabellen offertes0,4.836734693877551,1
11180,W_Nabellen offertes1,4.780487804878049,1
11180,W_Nabellen offertes2,4.931034482758621,1
11180,W_Nabellen offertes3,5.0,1
11180,W_Nabellen offertes4,3.6666666666666665,1
11180,W_Nabellen offertes5,4.857142857142857,1
11180,W_Valideren aanvraag1,7.0,1
11181,W_Afhandelen leads3,5.0,1
11181,W_Afhandelen leads4,5.0,1
11181,W_Completeren aanvraag0,4.620689655172414,1
11181,W_Completeren aanvraag1,4.606060606060606,1
11181,W_Completeren aanvraag2,4.470588235294118,1
11181,W_Completeren aanvraag3,4.6,1
11181,W_Completeren aanvraag4,4.75,1
11181,W_Completeren aanvraag5,4.333333333333333,1
11181,W_Completeren aanvraag6,6.0,1
11181,W_Nabellen incomplete dossiers0,4.779411764705882,1
11181,W_Nabellen incomplete dossiers1,4.774647887323944,1
11181,W_Nabellen incomplete dossiers2,4.88135593220339,1
11181,W_Nabellen incomplete dossiers3,4.6875,1
11181,W_Nabellen incomplete dossiers4,5.166666666666667,1
11181,W_Nabellen incomplete dossiers5,5.066666666666666,1
11181,W_Nabellen incomplete dossiers6,4.6,1
11181,W_Nabellen offertes0,4.675,1
11181,W_Nabellen offertes1,4.785714285714286,1
11181,W_Nabellen offertes2,4.666666666666667,1
11181,W_Nabellen offertes3,4.0,1
11181,W_Nabellen offertes4,5.0,1
11181,W_Nabellen offertes5,5.0,1
11181,W_Valideren aanvraag1,6.666666666666667,1
11181,W_Valideren aanvraag2,7.0,1
11201,W_Afhandelen leads0,4.857142857142857,1
11201,W_Afhandelen leads1,4.714285714285714,1
11201,W_Afhandelen leads2,3.75,1
11201,W_Afhandelen leads3,4.4,1
11201,W_Completeren aanvraag0,4.746478873239437,1
11201,W_Completeren aanvraag1,4.724137931034483,1
11201,W_Completeren aanvraag2,4.454545454545454,1
11201,W_Completeren aanvraag3,4.5,1
11201,W_Completeren aanvraag4,4.5,1
11201,W_Completeren aanvraag5,4.875,1
11201,W_Nabellen incomplete dossiers0,5.045454545454546,1
11201,W_Nabellen incomplete dossiers1,4.5,1
11201,W_Nabellen incomplete dossiers2,5.125,1
11201,W_Nabellen incomplete dossiers3,4.833333333333333,1
11201,W_Nabellen incomplete dossiers4,6.0,1
11201,W_Nabellen offertes0,4.634615384615385,1
11201,W_Nabellen offertes1,4.607843137254902,1
11201,W_Nabellen offertes2,4.484848484848484,1
11201,W_Nabellen offertes3,5.0,1
11201,W_Nabellen offertes4,4.444444444444445,1
11201,W_Nabellen offertes5,3.5714285714285716,1
11201,W_Nabellen offertes7,5.0,1
11203,W_Afhandelen leads0,4.611111111111111,1
11203,W_Afhandelen leads1,4.3125,1
11203,W_Afhandelen leads2,5.1,1
11203,W_Afhandelen leads3,4.833333333333333,1
11203,W_Afhandelen leads4,4.5,1
11203,W_Afhandelen leads5,5.6,1
11203,W_Completeren aanvraag0,4.840579710144928,1
11203,W_Completeren aanvraag1,4.916666666666666,1
11203,W_Completeren aanvraag2,4.7592592592592595,1
11203,W_Completeren aanvraag3,4.588235294117647,1
11203,W_Completeren aanvraag4,4.857142857142857,1
11203,W_Completeren aanvraag5,4.384615384615385,1
11203,W_Completeren aanvraag7,5.0,1
11203,W_Nabellen incomplete dossiers0,4.3076923076923075,1
11203,W_Nabellen incomplete dossiers1,4.888888888888889,1
11203,W_Nabellen incomplete dossiers2,5.0,1
11203,W_Nabellen incomplete dossiers3,4.833333333333333,1
11203,W_Nabellen incomplete dossiers4,6.0,1
11203,W_Nabellen incomplete dossiers5,4.5,1
11203,W_Nabellen offertes0,4.672955974842767,1
11203,W_Nabellen offertes1,4.531746031746032,1
11203,W_Nabellen offertes2,4.556962025316456,1
11203,W_Nabellen offertes3,4.770833333333333,1
11203,W_Nabellen offertes4,4.833333333333333,1
11203,W_Nabellen offertes5,4.380952380952381,1
11203,W_Nabellen offertes7,5.0,1
11259,W_Nabellen incomplete dossiers0,5.606060606060606,1
11259,W_Nabellen incomplete dossiers1,4.96,1
11259,W_Nabellen incomplete dossiers2,5.5,1
11259,W_Nabellen incomplete dossiers3,4.666666666666667,1
11259,W_Nabellen incomplete dossiers4,6.0,1
11259,W_Nabellen incomplete dossiers5,6.0,1
11259,W_Nabellen incomplete dossiers6,6.0,1
11259,W_Nabellen offertes0,6.0,1
11259,W_Nabellen offertes1,5.2,1
11259,W_Nabellen offertes2,4.0,1
11259,W_Nabellen offertes3,5.0,1
11259,W_Nabellen offertes4,6.0,1
11259,W_Valideren aanvraag0,7.0,1
11259,W_Valideren aanvraag2,7.0,1
11289,W_Completeren aanvraag1,6.0,1
11289,W_Completeren aanvraag2,5.0,1
11289,W_Nabellen incomplete dossiers0,5.0,1
11289,W_Nabellen incomplete dossiers1,5.0,1
11289,W_Nabellen incomplete dossiers2,5.333333333333333,1
11289,W_Nabellen incomplete dossiers3,5.0,1
11289,W_Nabellen offertes5,4.0,1
11289,W_Valideren aanvraag0,3.2125,1
11289,W_Valideren aanvraag1,3.466019417475728,1
11289,W_Valideren aanvraag2,3.7582417582417573,1
11289,W_Valideren aanvraag3,3.36,1
11289,W_Valideren aanvraag4,3.9,1
11289,W_Valideren aanvraag5,3.3928571428571432,1
11299,W_Afhandelen leads5,2.0,1
11299,W_Completeren aanvraag0,4.7272727272727275,1
11299,W_Completeren aanvraag1,5.032258064516129,1
11299,W_Completeren aanvraag2,5.2,1
11299,W_Completeren aanvraag3,4.6,1
11299,W_Completeren aanvraag4,4.571428571428571,1
11299,W_Completeren aanvraag5,5.0,1
11299,W_Nabellen incomplete dossiers1,5.0,1
11299,W_Nabellen incomplete dossiers5,5.5,1
11299,W_Nabellen offertes0,4.736111111111111,1
11299,W_Nabellen offertes1,4.547169811320755,1
11299,W_Nabellen offertes2,4.833333333333333,1
11299,W_Nabellen offertes3,4.0625,1
11299,W_Nabellen offertes4,4.75,1
11299,W_Nabellen offertes5,3.3333333333333335,1
11300,W_Completeren aanvraag0,4.485714285714286,1
11300,W_Completeren aanvraag1,4.8125,1
11300,W_Completeren aanvraag2,4.461538461538462,1
11300,W_Completeren aanvraag3,4.333333333333333,1
11300,W_Completeren aanvraag4,5.0,1
11300,W_Completeren aanvraag5,4.7272727272727275,1
11300,W_Nabellen incomplete dossiers0,6.0,1
11300,W_Nabellen incomplete dossiers1,5.0,1
11300,W_Nabellen offertes0,4.68,1
11300,W_Nabellen offertes1,4.7555555555555555,1
11300,W_Nabellen offertes2,5.0,1
11300,W_Nabellen offertes3,4.888888888888889,1
11300,W_Nabellen offertes4,5.0,1
11300,W_Nabellen offertes5,5.166666666666667,1
11300,W_Valideren aanvraag0,7.0,1
11300,W_Valideren aanvraag1,7.0,1
11302,W_Afhandelen leads0,4.75,1
11302,W_Afhandelen leads2,1.0,1
11302,W_Completeren aanvraag0,4.440476190476191,1
11302,W_Completeren aanvraag1,4.625,1
11302,W_Completeren aanvraag2,4.8,1
11302,W_Completeren aanvraag3,5.0,1
11302,W_Completeren aanvraag4,4.166666666666667,1
11302,W_Completeren aanvraag6,4.0,1
11302,W_Nabellen incomplete dossiers0,5.0,1
11302,W_Nabellen incomplete dossiers1,3.3333333333333335,1
11302,W_Nabellen incomplete dossiers2,5.0,1
11302,W_Nabellen incomplete dossiers5,5.75,1
11302,W_Nabellen offertes0,4.609756097560975,1
11302,W_Nabellen offertes1,4.96,1
11302,W_Nabellen offertes2,5.0,1
11302,W_Nabellen offertes3,4.666666666666667,1
11302,W_Nabellen offertes4,6.0,1
11302,W_Nabellen offertes5,4.5,1
11302,W_Nabellen offertes7,5.0,1
